"","AE-num","Total Tissue","Total SR Tissue","divided","logscaled_tissue","logscaled_tissue_sr","logscaled_tissue_std","logscaled_tissue_sr_std"
"45","AE1121",490316921,124063068,0.253026282974232,20.0105625175495,18.6363006071728,0.311708904803607,-1.02227285309733
"46","AE1122",730896289,225813463,0.308954179133888,20.4097821321358,19.2352198314631,0.934330816678633,-0.423353628807068
"47","AE1123",472060954,218231007,0.462294127804521,19.9726186750425,19.2010647248422,0.252531782982882,-0.457508735427973
"48","AE1124",650335231,331307786,0.509441546770515,20.2929985279058,19.6185583683523,0.752195399768609,-0.0400150919179056
"49","AE1126",330372347,129805475,0.392906598202664,19.6157309005878,18.6815475416221,-0.304069496956904,-0.977025918648111
"50","AE1127",775973153,265930209,0.342705424758426,20.4696284808995,19.3987444601399,1.0276670324471,-0.259829000130243
"51","AE1129",436962795,156174755,0.357409730958902,19.8953586121357,18.8664861625897,0.132037182214158,-0.792087297680486
"52","AE113",390450843,175434432,0.449312468253526,19.7828126371179,18.9827759242242,-0.043489238781113,-0.675797536045999
"53","AE1130",438313112,175700406,0.400855920550239,19.8984440805245,18.9842908639116,0.13684927099205,-0.674282596358535
"54","AE1132",557400526,276110036,0.495353023760871,20.1387946166787,19.4363100253886,0.511699365708963,-0.222263434881534
"55","AE1133",276435289,72061725,0.260682075941469,19.4374873153696,18.0930336013824,-0.582057746414742,-1.56553985888778
"56","AE1135",638865099,235795092,0.369084322134805,20.2752038773783,19.2784737316016,0.724442907336505,-0.380099728668601
"57","AE1136",1133748857,467164784,0.412053146616756,20.8487955512343,19.962192609925,1.61901504648839,0.303619149654831
"58","AE1137",933026935,527531933,0.565398396563975,20.6539446276339,20.0837199579751,1.31512603364908,0.425146497704964
"59","AE1138",858243820,342680867,0.399281485067961,20.5703987895771,19.6523101551141,1.18482815368624,-0.00626330515605122
"60","AE1139",166382938,40599413,0.24401187698705,18.9298025450365,17.5192641663394,-1.37384164376204,-2.1393092939308
"61","AE114",1379419613,390497523,0.283088278084386,21.0449286773612,19.7829321840741,1.92490377917922,0.124358723803925
"62","AE1140",912179679,319203420,0.349934807087497,20.6313475450808,19.5813391377682,1.27988368024764,-0.0772343225019201
"63","AE1141",535581777,143375699,0.267700853832448,20.0988641476775,18.7809790087289,0.449423906179288,-0.8775944515413
"64","AE1142",981912826,282034426,0.287229597711763,20.7050130904842,19.4575396994657,1.39477228051324,-0.201033760804504
"65","AE1143",924027612,333651025,0.361083392603207,20.6442525122763,19.6256061693907,1.3000102347916,-0.03296729087947
"66","AE1144",462055880,193601773,0.419000777568289,19.9511963941128,19.0813138908227,0.219121647253476,-0.577259569447496
"67","AE1145",623950606,215771055,0.345814320757307,20.2515817661493,19.1897284729693,0.6876019217773,-0.468844987300913
"68","AE1147",420155342,114145335,0.271674125233424,19.8561350627644,18.5529830628251,0.0708642327702799,-1.10559039744507
"69","AE1149",263890075,120256110,0.455705315935054,19.3910431918235,18.6051342764701,-0.654491885272258,-1.05343918380003
"70","AE115",585475218,329010878,0.561955259394088,20.1879344138894,19.6116013720128,0.588337670468007,-0.0469720882573244
"71","AE1159",442259966,208414187,0.47124814141554,19.9074084255157,19.1550379413422,0.150830041007289,-0.503535518927991
"72","AE116",878370765,425266171,0.484153375710313,20.5935793460619,19.8682258155602,1.22098049157138,0.209652355289989
"73","AE1160",298942072,142163185,0.475554290665384,19.5157603734547,18.7724861458928,-0.459983280900906,-0.886087314377321
"74","AE1161",335667225,195043700,0.581062687904665,19.6316308253698,19.0887341939849,-0.279272014055929,-0.569839266285268
"75","AE1162",305680956,179886482,0.588477883457025,19.5380524885516,19.0078365543521,-0.425216553981053,-0.650736905918099
"76","AE1163",690924192,280773280,0.406373496906011,20.3535406680436,19.4530580688931,0.846616770022819,-0.205515391377074
"77","AE1164",615369012,261072026,0.424252799391855,20.2377326653433,19.3803068889024,0.666002898817048,-0.278266571367795
"78","AE1165",268047854,131999015,0.49244570710124,19.4066760822367,18.6983050184016,-0.63011086850462,-0.960268441868572
"79","AE1169",131205919,38767005,0.295466891245966,18.6922785477859,17.4730800562118,-1.74428347547823,-2.1854934040584
"80","AE117",733295337,318432275,0.434248329333097,20.4130590941184,19.5789203730033,0.939441558386253,-0.0796530872668386
"81","AE1173",235091943,112705841,0.479411755085116,19.2754872423999,18.5402918055286,-0.83471265481852,-1.11828165474159
"82","AE1174",282577683,102114358,0.361367383708076,19.4594640548204,18.4416039000843,-0.547782878563307,-1.21696956018586
"83","AE1179",369017129,154521796,0.418738816863973,19.7263536209816,18.8558457187857,-0.131542579060426,-0.802727741484493
"84","AE1181",252434061,120277930,0.4764726658658,19.3466606280211,18.6053157060928,-0.723710820712731,-1.05325775417735
"85","AE1182",654835429,233157818,0.356055594542366,20.299894508595,19.2672261127173,0.762950353994504,-0.391347347552842
"86","AE1183",578422493,377628563,0.652859402201705,20.1758151163653,19.7494216329129,0.569436444377598,0.0908481726427643
"87","AE1184",220386176,122328485,0.555064238693447,19.2108919109529,18.6222204844128,-0.935455372095628,-1.03635297585739
"88","AE1185",485105334,286268225,0.590115599512249,19.999876608826,19.4724397789283,0.295043188299533,-0.186133681341897
"89","AE1186",267744837,134733987,0.503217871573748,19.405544984193,18.7188129258125,-0.631874926183018,-0.939760534457613
"90","AE1187",460280375,234863887,0.510262656755679,19.9473463726407,19.2745167000495,0.213117163400071,-0.384056760220632
"91","AE1188",763054384,459814509,0.602597296656119,20.4528398632487,19.9463337248194,1.00148354637175,0.287760264549266
"92","AE1189",301021537,132776748,0.441087203670746,19.5226923716485,18.7041796893151,-0.449172153864938,-0.954393770955108
"93","AE119",2498293567,1222751969,0.489434862720439,21.6388737625614,20.9243698676871,2.85121904772984,1.26579640741692
"94","AE1190",185229933,93279159,0.503585773040257,19.0371084923864,18.3511072646596,-1.20648755680473,-1.30746619561056
"95","AE1191",357173702,199852574,0.559538882288708,19.693732781636,19.1130905226984,-0.182417958471367,-0.545482937571752
"96","AE1192",231410995,108182212,0.467489507142908,19.2597058867204,18.499327511601,-0.859325217643961,-1.15924594866917
"97","AE1193",884455809,459229067,0.519222172919212,20.6004831087558,19.9450597001823,1.2317475825924,0.286486239912185
"98","AE1194",1843624339,890350699,0.482934988525339,21.3349992206111,20.6071259868958,2.37729707253997,0.948552526625643
"99","AE1196",462038122,148955741,0.322388421880046,19.9511579607933,18.8191597795161,0.219061706744602,-0.839413680754086
"100","AE1197",257484381,125924673,0.489057520735598,19.3664696199177,18.6511944528088,-0.692816766522038,-1.00737900746135
"101","AE1198",198502221,102473910,0.516235584084472,19.1063108469458,18.4451187875574,-1.09855973781042,-1.21345467271273
"102","AE1199",404066448,205855257,0.509458921964241,19.8170898976484,19.1426838438672,0.00996949096455535,-0.515889616402949
"103","AE12",355219756,245714862,0.691726340806337,19.688247186905,19.3196823240625,-0.190973278286315,-0.338891136207615
"104","AE1203",388248736,210805537,0.542965159840211,19.7771567643535,19.1664466408899,-0.0523101237907897,-0.492126819380226
"105","AE1205",798904271,281938069,0.352905947851667,20.4987516855389,19.4571979913086,1.07308750952277,-0.201375468961523
"106","AE1206",748037974,379596794,0.507456582678783,20.4329643020298,19.754620178932,0.970485670832767,0.0960467186618699
"107","AE1207",358488799,157301100,0.438789441786715,19.6974079734433,18.873672361011,-0.176686138525651,-0.784901099259113
"108","AE121",383065054,177457314,0.463256337655901,19.7637153865073,18.9942406534517,-0.0732732630431461,-0.664332806818497
"109","AE1210",314599422,155267282,0.493539628944391,19.5668107113331,18.8606585898128,-0.380365301697462,-0.797914870457331
"110","AE1212",332776977,174304404,0.523787449394373,19.6229830848308,18.9763137769525,-0.29275900855994,-0.6822596833177
"111","AE1216",502759687,310171139,0.616937171018646,20.0356228544573,19.552634764404,0.35079294353229,-0.105938695866148
"112","AE1217",400719394,183844138,0.458785226651645,19.8087719747346,19.0295988805146,-0.00300312079646214,-0.62897457975554
"113","AE1218",495794500,251977886,0.508230498724774,20.0216720843211,19.3448518876568,0.329035357339261,-0.313721572613326
"114","AE1219",398368580,228025316,0.572397843223479,19.8028882151028,19.2449672158425,-0.0121794175942562,-0.413606244427666
"115","AE122",270131251,205570735,0.761003157683522,19.4144185136619,19.1413007419199,-0.618035791829054,-0.517272718350271
"116","AE1220",242995256,121985094,0.502006072085621,19.3085524784805,18.619409414905,-0.783144195371802,-1.03916404536513
"117","AE1221",217555277,113978608,0.523906427698373,19.1979635233295,18.5515213396277,-0.955618453080094,-1.1070521206425
"118","AE1222",609857602,271737284,0.445574972106357,20.2287360485362,19.4203462898625,0.651971797758439,-0.238227170407677
"119","AE1224",678002498,274888231,0.405438374948288,20.3346615302637,19.4318751402874,0.817172913985678,-0.226698319982757
"120","AE1227",349672618,181402744,0.518778808125033,19.6725078975667,19.0162302223225,-0.215520234551238,-0.64234323794764
"121","AE1228",445905452,272761708,0.611703011875262,19.9156174964797,19.4241091075124,0.163632887539824,-0.234464352757805
"122","AE1229",321321332,178232859,0.554687290416187,19.5879522146615,18.9986014499419,-0.347393066012381,-0.659972010328258
"123","AE123",469843235,182995920,0.389482930407628,19.9679096544775,19.0249744154752,0.24518760629386,-0.633599044794974
"124","AE1231",522886018,226596128,0.433356640261129,20.0748740594626,19.2386798190335,0.412009024633708,-0.419893641236613
"125","AE1232",715557282,302262900,0.422416077096117,20.3885722124565,19.5268077264492,0.901251879023893,-0.131765733821003
"126","AE1233",454091838,196770403,0.433327328380652,19.9338100218921,19.0975481400124,0.192005904646877,-0.561025320257799
"127","AE1237",485931774,123752882,0.254671311121137,20.0015787892941,18.6337972480308,0.297697904698017,-1.02477621223938
"128","AE1238",280553528,134415773,0.479109188033451,19.4522750953807,18.7164483377983,-0.558994761715287,-0.942125122471873
"129","AE1239",515455366,255767851,0.496197862842697,20.0605612737736,19.3597807589917,0.389686839890421,-0.298792701278487
"130","AE124",2300938819,848757826,0.368874573713731,21.5565830587717,20.5592844574132,2.72287867202919,0.900710997143064
"131","AE1242",623926983,182160895,0.291958674593819,20.2515439050639,19.0204008929708,0.687542873723208,-0.638172567299411
"132","AE1243",165557205,78950068,0.476874854223348,18.9248273426052,18.1843261599702,-1.38160095702367,-1.47424730029999
"133","AE1246",577210277,178747258,0.309674420436558,20.1737171896258,19.0014833995606,0.566164523084673,-0.657090060709568
"134","AE1248",424122034,266402637,0.628127321015347,19.8655317878229,19.4005193952302,0.0855193416564951,-0.258054065039997
"135","AE1249",214854158,97728063,0.454857676061359,19.185470021035,18.3976993122066,-0.97510328799407,-1.26087414806357
"136","AE125",340044620,167062329,0.491295315891191,19.644587402258,18.9338775282939,-0.259064969164564,-0.7246959319763
"137","AE1250",301723911,176635652,0.585421458360985,19.5250229552149,18.9895997057138,-0.445537381566975,-0.668973754556345
"138","AE1253",738451010,292937932,0.396692438676467,20.4200653205654,19.4954713083634,0.950368451620087,-0.16310215190675
"139","AE1254",918680707,237062151,0.258046293117593,20.6384491846946,19.2838329052267,1.2909593796178,-0.37474055504346
"140","AE1258",638969699,225469137,0.352863582346492,20.2753675918122,19.2336938427952,0.724698235957797,-0.424879617475001
"141","AE126",348117669,161721678,0.464560384034974,19.6680511098963,18.9013873786415,-0.222471029449075,-0.7571860816287
"142","AE1260",372857186,322259376,0.864297077004706,19.7367060249345,19.5908672947831,-0.115396995762054,-0.0677061654870466
"143","AE1262",328007860,145395883,0.443269508846526,19.6085481294759,18.7949708076697,-0.315271728808401,-0.863602652600471
"144","AE1264",1150567682,364056838,0.316414969493294,20.8635212940449,19.7128205617628,1.64198127812503,0.0542471014926162
"145","AE1265",827628913,348789839,0.421432641515268,20.5340754391848,19.6699801182674,1.12817834731248,0.0114066579972727
"146","AE1269",833302309,469969885,0.563984858705102,20.5409070502594,19.9681791761474,1.13883291084857,0.309605715877274
"147","AE127",1643849165,699369291,0.425446145480142,21.2203063805878,20.3656894739945,2.19842240625458,0.707116013724302
"148","AE1270",343871673,141770347,0.412276899004705,19.6557791021349,18.7697190317173,-0.241610422043333,-0.888854428552908
"149","AE1271",966165798,431998374,0.447126543802578,20.6888460109898,19.8839323823124,1.36955814379138,0.22535892204225
"150","AE1273",624414198,178178267,0.285352683476297,20.2523244849761,18.9982951070898,0.68876026420092,-0.660278353180343
"151","AE1277",497005796,342171252,0.688465315201274,20.0241122459647,19.6508219065421,0.332841027332249,-0.00775155372803571
"152","AE1278",761009799,227404894,0.298819928861389,20.4501567922214,19.2422426605971,0.997299035511907,-0.416330799673106
"153","AE128",314768473,140976168,0.44787257966588,19.5673479201911,18.7641014127801,-0.37952747210688,-0.89447204749002
"154","AE1283",1012358756,289194661,0.285664206770589,20.735548846967,19.482610586806,1.4423957699091,-0.175962873464166
"155","AE1284",458683467,116787022,0.254613541586403,19.9438709157524,18.5758625091712,0.207696849534277,-1.08271095109897
"156","AE1285",450420850,179779695,0.39913715139963,19.925692925903,19.0072427425901,0.179346502055066,-0.65133071768004
"157","AE1286",508970351,178394841,0.350501440112373,20.0479003233094,18.9995098595306,0.369940853230106,-0.659063600739551
"158","AE1287",880838042,312647250,0.35494294648096,20.5963843327216,19.5605861161609,1.22535514174658,-0.0979873441092929
"159","AE129",504905234,227191243,0.449968088467073,20.0398813141846,19.2413027009347,0.357434426666395,-0.417270759335502
"160","AE1292",249154896,54983338,0.22067933997171,19.3335853333114,17.822540751845,-0.74410301762146,-1.83603270842521
"161","AE1293",723612128,268534041,0.371102183903695,20.3997660719862,19.4084882459999,0.918709794334206,-0.25008521427024
"162","AE1294",180851535,72557953,0.401201753692608,19.0131870040233,18.0998961522376,-1.24379545019298,-1.55867730803256
"163","AE1295",187845189,22743543,0.121075994126206,19.0511287187966,16.9397918388997,-1.18462164678055,-2.71878162137046
"164","AE1296",694466946,238386964,0.343266105569263,20.3586551250736,19.2894058104523,0.854593264408028,-0.369167649817819
"165","AE13",301503987,157563340,0.52259123193618,19.5242937979247,18.875338094116,-0.446674573452099,-0.783235366154192
"166","AE130",450842791,202918901,0.4500879354196,19.9266292579853,19.1283169547206,0.180806803227438,-0.530256505549525
"167","AE1300",554251171,270154990,0.487423399598014,20.1331285192235,19.4145063893035,0.502862534296989,-0.244067070966712
